#OTUID	taxonomy	USEARCH	SINTAX	UTAX
ASV12404	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12405	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12406	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12407	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12408	GS|90.6|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	No hit	No hit
ASV12409	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12410	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12411	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12412	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12413	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12414	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12415	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12416	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12417	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12418	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12419	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12420	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12421	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12422	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12423	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12424	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12425	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12426	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12427	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12428	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12429	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12430	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12431	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12432	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12433	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12434	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12435	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12436	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12437	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12438	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12439	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12440	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12441	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12442	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12443	SS|0.9000|AY860565|SH0903275.09FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Physciaceae,g:Physcia	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Physciaceae,g:Physcia	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Physciaceae,g:Physcia	No hit
ASV12444	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12445	GS|98.8|UDB04325115|SH1170354.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales	No hit
ASV12447	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12449	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12451	GS|98.7|UDB05232271|SH0999580.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi	No hit
ASV12452	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12453	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12454	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12455	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12456	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12457	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12458	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12459	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12460	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12461	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12462	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12463	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12464	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12465	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12466	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12468	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12469	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12471	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12472	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12473	GSL|100.0|AF229488|SH1301428.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	k:Fungi	No hit
ASV12474	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12475	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12476	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12477	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12478	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12479	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12481	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12482	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12483	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12484	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12485	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12486	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12487	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12488	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12489	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12490	SS|0.9800|KF296802|SH1325679.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
ASV12491	SS|1.0000|UDB03587810|SH1172726.09FU;k:Ichthyosporia	k:Ichthyosporia	k:Ichthyosporia	No hit
ASV12492	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12493	SS|0.9900|UDB01357073|SH1317580.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
ASV12494	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12495	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12496	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12497	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12498	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12499	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12500	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12502	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12503	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12504	SS|0.8400|UDB05199388|SH0953876.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae	No hit
ASV12505	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12506	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12507	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12508	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12509	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12510	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12511	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12512	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12513	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12514	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12515	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12516	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12517	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12518	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12519	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12520	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12521	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12522	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12523	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12524	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12525	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12526	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12527	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12528	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12529	GS|0.0|None;No hit	No hit	No hit	No hit
ASV12530	GS|0.0|None;No hit	No hit	No hit	No hit
