#OTU ID	SRR9106059	SRR9106060	SRR9106061	SRR9106062	SRR9106063	SRR9106064	SRR9106065	SRR9106066	SRR9106067	SRR9106068	SRR9106069	SRR9106070	SRR9106071	SRR9106072	SRR9106073	SRR9106074	SRR9106075	SRR9106076	SRR9106077	SRR9106078	SRR9106079	SRR9106080	SRR9106081	SRR9106082	SRR9106083	SRR9106084	SRR9106085	SRR9106086	SRR9106087	SRR9106088	SRR9106089	SRR9106090	SRR9106091	SRR9106092	SRR9106093	SRR9106094	SRR9106095	SRR9106096	SRR9106097	SRR9106098	SRR9106099	SRR9106100	SRR9106101	SRR9106102	SRR9106103	SRR9106104	SRR9106105	SRR9106106
OTU1	0	5703	24214	0	6359	45661	6105	15560	3351	2261	0	13829	4965	31739	8023	22334	6170	12224	5744	18997	3733	16616	2001	19163	8704	12928	14910	16986	2433	3912	894	2004	14713	1336	2161	11213	0	5810	78675	7094	55868	6987	29683	0	7600	2390	6551	30423
OTU2	0	0	0	0	0	0	0	1095	0	0	0	66106	11884	0	0	0	0	0	0	0	0	0	0	0	0	0	794	0	0	0	0	0	0	0	0	0	0	50251	0	0	0	0	0	0	0	0	0	28750
OTU3	17836	9188	3943	716	1912	7898	0	13886	247	0	0	440	0	5017	0	799	2899	4361	5156	19498	6451	39017	922	2359	38682	2784	1152	5795	1199	0	979	0	248	396	634	0	1248	481	2025	0	10457	0	3904	0	5443	275	3344	4291
OTU4	0	0	0	0	0	0	0	538	0	36421	303	18818	0	0	805	1327	624	0	1180	167	0	0	0	2160	0	1310	3004	0	0	0	0	1007	0	0	0	14180	593	26092	0	0	655	0	247	0	2305	0	0	0
OTU5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101883	6777	0	0	4110	0	0	0	0	0	0	0	0	0	0	0	0
OTU6	37677	24989	0	0	0	0	0	0	0	0	0	0	0	0	0	1470	0	0	0	0	19648	23394	0	11616	14413	0	0	9846	0	5468	0	0	0	0	0	0	9583	0	0	0	0	0	0	0	0	0	0	0
OTU7	0	0	0	64	9889	0	0	0	0	0	0	0	0	30225	0	0	0	0	146	117	0	1020	120	25021	12531	1561	0	1383	1890	0	1513	0	122	230	0	0	0	0	0	0	0	0	0	0	0	0	14690	0
OTU8	0	0	0	0	0	65378	307	8779	1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1378
OTU9	0	0	748	0	0	2097	838	149	21437	0	4362	0	5457	2183	0	0	0	0	0	0	214	0	0	0	0	0	0	0	4053	0	0	0	0	0	0	0	0	0	1371	242	0	22734	0	0	0	0	0	0
OTU10	0	0	0	0	0	0	0	388	0	20676	155	13710	0	0	624	873	625	173	858	143	0	0	0	1213	0	806	2272	0	0	0	0	1481	0	0	0	8823	540	18277	0	0	486	0	216	0	1228	120	0	0
OTU11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17425	0	0	11453	0	0	0	0	0	30106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59546	0	0	7643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU13	0	0	1364	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	50561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU14	842	1738	1484	0	1065	515	218	1212	354	501	469	3533	1545	1156	531	5721	1823	965	1395	340	606	1735	958	2132	3841	1958	1016	1177	9960	156	946	954	926	163	552	1100	285	5023	516	726	3055	737	1151	784	2039	609	2625	1667
OTU15	596	1213	4977	0	3932	454	799	1235	1211	498	2000	494	685	889	559	1852	592	99	5479	325	332	671	1481	1564	3482	2268	612	3696	12763	161	1593	249	1092	116	1534	1397	625	550	505	565	713	989	345	4568	1789	877	3775	1244
OTU16	42266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0
OTU17	0	0	0	2814	0	1683	199	0	0	0	0	108	214	0	0	118	3360	0	0	7637	0	0	0	296	0	0	1005	0	0	0	0	0	0	0	73	169	0	120	18393	249	686	0	6290	0	2467	435	586	91
OTU18	0	0	182	132	0	1545	0	272	0	57	308	302	262	0	0	0	0	0	0	5234	125	0	0	363	0	0	0	0	0	0	127	0	0	0	0	0	0	0	8521	79	13120	60	7764	3204	514	0	2919	0
OTU19	0	17595	0	0	0	0	0	0	0	0	0	0	0	0	0	28144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU20	0	0	148	0	329	120	0	788	0	649	425	1733	0	0	77	156	108	0	0	732	0	0	344	1259	221	2095	10292	0	0	0	0	2344	346	0	1822	13647	0	4713	0	0	905	0	657	88	4916	1019	350	0
OTU21	1467	3580	4692	0	4284	1479	896	1449	2878	822	2452	852	883	2763	610	2338	1066	1483	3598	577	1800	1369	1487	2289	6021	1610	1560	3403	6009	298	2932	839	1657	442	1957	1912	1944	815	1208	885	1553	1204	991	3448	1725	2002	5286	1154
OTU22	0	0	0	0	0	0	0	0	0	13928	172	11185	0	0	198	0	203	0	156	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	1099	0	8736	0	0	0	0	0	0	0	0	0	130
OTU23	0	0	0	0	0	0	0	0	0	16626	16065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2772	0	0	0	0	0	0	0	0	0	0	0	0
OTU24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36514	0	0	0	601	0	0	0	0	0	2766	0	0	0	0	0	0	0	0	3549	0	0	0	0	0	0	0	0	0	0	0	0
OTU25	212	463	4421	0	5314	195	250	172	318	34	1457	181	249	100	159	1094	536	97	3248	264	332	78	367	467	306	188	599	3135	8836	15	1147	39	655	567	2648	690	1242	56	124	125	143	448	0	2537	179	941	4521	714
OTU26	463	785	1667	0	2102	1114	106	1449	257	388	1121	1458	216	1118	651	1256	1166	659	780	629	842	204	1152	2226	1795	2215	2630	1211	2403	45	555	434	485	191	1437	2182	802	1343	855	232	1557	346	1002	1620	1928	987	2608	625
OTU27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16689	0	0	1107	0	0	0	0	0	15415	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
OTU28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29872	0	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU29	1188	0	0	0	0	0	0	0	151	0	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	1833	0	135	0	323	165	532	0	21688	0	0	0	0	0	0	0	0	0	213	0
OTU30	205	1267	1805	0	2027	803	281	996	622	418	913	658	322	1257	399	1417	538	451	1906	357	777	483	835	1285	2129	1004	752	1463	4704	85	873	395	715	215	1054	819	200	687	754	294	1250	455	1068	1365	1323	843	2249	638
OTU31	55	0	322	0	0	0	0	80	0	51	0	0	0	0	784	4292	2823	42	0	46	0	0	49	2262	0	669	3467	0	0	0	0	64	35	0	73	3709	292	58	0	0	278	0	77	0	3392	4858	0	54
OTU32	448	507	6248	0	854	56	1946	228	623	31	1918	0	1603	0	76	1047	120	31	2240	83	163	179	134	288	273	0	65	671	2046	51	1580	137	2275	30	2130	261	777	0	0	720	197	958	0	1693	77	2612	2989	5138
OTU33	515	574	615	10	0	0	0	0	0	0	0	0	0	120	0	0	59	1656	95	109	365	238	0	327	13141	0	69	591	0	0	571	0	1512	88	0	0	93	0	0	0	0	0	0	0	0	0	0	0
OTU34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24449	0	0	0	0	0	0	0	109	2288	0	0	0	0	0	0	0	0	0	0	0	0
OTU35	0	0	0	0	0	0	278	510	19144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5986	0	0	3554	0	0	0	0	0	9584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU37	236	291	896	0	1182	238	763	214	1135	29	934	202	867	76	36	1106	215	107	1179	67	158	63	207	173	188	207	147	1188	1610	9	807	265	1150	244	710	263	1076	70	413	935	216	721	41	889	183	1103	1144	1069
OTU38	0	0	0	45	0	0	69	10468	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	16903	0	0	0	0	0	0	0	804	0	0	0
OTU39	0	83	985	0	1378	287	575	274	893	36	886	162	482	92	38	234	71	16	837	67	80	31	144	209	414	211	123	644	2005	10	192	0	34	11	541	384	0	104	443	473	203	529	56	1654	342	1050	1521	760
OTU40	691	158	0	0	0	0	0	0	0	0	0	0	0	15533	0	0	778	0	0	0	231	297	0	0	485	0	0	141	0	0	285	0	0	0	0	0	1016	0	0	0	0	0	0	0	0	0	0	0
OTU41	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26191	0	10234	746	0	189
OTU42	55	42	184	0	949	31	486	31	872	0	87	0	133	0	0	1283	60	209	999	13	0	0	27	24	44	0	0	888	119	4	3189	0	1050	3408	1795	385	446	0	193	2214	46	2104	0	95	0	982	4447	734
OTU43	560	1035	2156	402	3852	260	0	2436	0	0	373	0	0	2928	0	1432	1006	2290	761	2997	1255	1051	75	878	5759	97	175	1045	1729	0	1843	233	2067	232	503	328	593	37	406	0	785	30	329	357	537	536	3340	181
OTU44	278	1910	2424	0	1864	1032	815	1104	824	479	1814	765	516	475	363	1262	579	803	4089	393	649	565	1225	1729	1733	1748	1352	1586	3324	126	2764	889	1154	737	1638	1426	491	875	750	789	1367	1343	377	902	1531	865	2464	634
OTU45	0	0	0	1563	524	278	1669	45	1207	0	1515	0	6242	102	0	0	0	0	0	120	0	0	0	0	0	0	0	0	882	0	0	0	0	118	155	0	0	0	0	0	0	83	0	980	164	7545	0	0
OTU46	170	771	1006	0	1000	226	337	138	523	20	446	114	250	142	62	745	224	93	2404	54	39	168	326	264	481	388	139	897	2106	30	887	59	316	53	435	301	273	81	208	311	124	354	32	637	215	762	1281	465
OTU47	0	0	0	0	0	8517	188	1104	39	75	0	888	81	265	58	0	0	0	0	424	0	0	0	83	0	58	314	0	0	0	0	56	0	0	44	1213	0	554	4329	200	647	0	2765	0	364	67	0	45
OTU48	3064	3011	2202	0	890	89	233	447	238	180	593	395	148	640	256	1649	528	496	2040	195	2774	952	1082	1027	1376	1573	935	119	3938	268	2180	791	1897	542	609	791	1887	430	603	275	222	202	88	617	812	446	1412	187
OTU49	72	0	0	0	0	0	0	30	0	0	0	0	0	123	0	0	0	7528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5258	0	0	48	0	0	0	0	0	0	0	145	0	0	0
OTU50	0	0	191	0	0	285	0	1578	49	92	0	772	69	1950	733	221	55	200	37	91	0	33	199	477	0	328	343	0	0	0	0	2532	72	0	0	1171	71	1713	36	0	852	40	5013	0	1180	179	0	108
OTU51	0	0	283	0	0	508	0	817	60	69	0	95	0	4264	179	0	95	12732	0	362	0	148	59	109	0	0	0	0	0	19	0	0	0	895	0	169	0	748	156	0	0	0	834	0	165	60	0	170
OTU52	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	277	322	22228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU53	0	0	586	0	1361	38	1577	0	1512	0	826	0	1180	0	0	1050	55	0	254	39	0	0	0	18	0	0	0	451	306	5	1424	0	735	0	2299	227	21	0	119	1561	18	1117	0	236	0	488	2056	637
OTU54	0	108	0	8	227	0	0	0	0	0	0	0	0	0	0	0	1593	45	0	0	0	0	0	2896	0	9765	0	0	0	0	664	0	50	81	0	0	0	0	0	0	0	0	0	0	0	0	7765	0
OTU55	60	142	475	0	797	64	846	40	742	13	568	17	707	28	11	811	71	53	491	35	33	40	47	93	89	80	62	446	717	4	808	229	902	211	885	224	345	15	54	562	63	663	12	519	73	592	1190	583
OTU56	0	266	1367	0	434	0	27	19	83	265	810	0	42	120	144	836	126	0	307	180	207	77	134	443	544	220	290	707	5517	28	923	58	206	0	1172	237	40	0	0	1203	41	308	0	1089	19	334	1892	161
OTU57	0	0	449	0	128	0	0	65	51	0	117	0	546	612	0	69	54	0	0	0	0	0	0	0	0	0	44	0	11011	0	0	0	70	0	252	0	0	0	0	144	0	0	0	56	0	70	192	0
OTU58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	60	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	10531	0	0	0
OTU59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	1128	0	16382	0	0	0	13562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0
OTU60	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	0	56	9021	0	0	0	0	0	0	0	0	0	0	0	0
OTU61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12521	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
OTU62	0	36	39	0	65	0	0	623	0	142	0	197	0	0	285	225	435	0	28	26	110	0	238	497	140	990	940	102	0	0	0	77	0	0	38	679	0	233	0	0	297	0	0	0	3139	1058	131	0
OTU63	0	0	309	0	668	0	608	0	236	100	1616	0	79	0	43	240	13	0	385	59	22	0	39	125	38	40	27	172	1227	3	187	0	427	0	365	52	480	0	0	1845	0	140	0	1176	25	398	596	242
OTU64	4	52	916	0	963	56	250	74	578	12	442	54	173	34	33	368	126	0	560	29	55	12	111	76	315	121	12	395	1063	2	258	0	6	0	328	294	14	51	394	299	112	466	13	544	89	301	841	502
OTU65	23	144	1037	0	1254	153	708	95	513	17	525	114	470	34	49	611	98	22	430	51	39	11	95	182	49	156	294	329	1633	3	1022	112	474	39	1497	250	142	41	156	523	127	813	20	843	90	358	1681	418
OTU66	159	405	1177	0	969	188	211	718	379	341	549	489	191	347	334	829	643	60	1355	215	171	227	747	1005	1083	1732	1393	1023	2661	44	285	355	366	88	688	1665	222	378	180	262	451	279	239	748	1302	635	1266	274
OTU67	16	0	101	0	0	1206	20	1137	29	1308	20	534	45	102	87	375	119	44	34	17	0	0	38	1050	0	0	868	0	0	5	0	23	0	0	84	633	0	1916	0	0	584	78	861	15	1580	1844	0	101
OTU68	0	0	129	0	0	407	0	1643	41	847	0	461	29	1101	283	1719	0	36	43	261	0	0	77	245	0	118	152	24	0	6	0	82	0	0	0	736	0	627	270	0	191	0	4079	0	1270	138	0	74
OTU69	59	31	0	0	42	0	0	83	0	51	46	70	0	0	0	117	18	0	0	285	0	0	0	654	243	722	2276	53	0	0	0	951	386	0	188	3064	217	98	0	0	29	0	69	0	329	24	222	0
OTU70	309	326	1284	0	493	161	73	243	272	113	569	46	32	200	102	356	71	283	536	33	122	185	207	183	705	201	18	777	893	40	465	34	179	87	76	165	266	89	216	127	237	100	82	565	500	289	461	260
OTU71	172	843	612	0	524	84	5	224	10	115	99	162	11	483	185	552	282	312	1450	178	318	437	348	493	1048	417	236	653	1050	100	302	157	299	61	166	412	115	235	541	56	291	53	400	152	641	103	515	58
OTU72	7	148	927	0	1208	97	93	136	138	29	291	216	129	74	114	437	186	0	597	48	82	27	302	369	100	519	585	369	1429	6	349	65	103	6	854	366	13	78	117	64	157	82	55	646	200	187	1176	168
OTU73	0	0	4047	27	360	130	0	16	0	0	16	0	0	98	0	0	0	0	1262	463	265	743	54	89	235	0	0	85	1045	0	98	0	16	41	125	76	0	20	42	0	42	0	45	718	84	27	1480	17
OTU74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6270	1233	0	0
OTU75	38	0	0	0	19	0	0	112	0	51	0	66	0	0	147	93	33	0	18	86	0	25	126	449	33	498	841	0	0	0	0	170	55	0	43	1816	162	260	0	0	503	0	91	0	2896	67	1381	0
OTU76	249	296	650	0	733	53	217	117	193	13	309	49	186	118	29	691	83	207	504	32	141	99	106	155	225	89	131	689	1383	25	451	221	773	217	463	181	646	32	45	93	59	173	22	351	90	229	916	254
OTU77	0	0	143	0	0	70	0	579	0	64	0	412	30	966	571	0	54	8044	0	27	0	0	55	373	0	64	184	0	0	0	0	353	0	656	0	3949	62	1130	0	0	696	0	446	0	911	781	0	0
OTU78	38	138	329	0	400	40	832	109	455	34	326	93	1032	26	30	271	35	179	323	156	29	0	83	169	173	186	168	225	221	0	263	124	315	66	839	91	68	56	40	273	277	354	71	511	61	1882	389	175
OTU79	0	0	213	0	0	169	9	1704	90	691	25	205	11	2036	73	122	131	435	20	339	0	0	0	47	0	76	150	0	190	2	0	491	309	296	0	183	0	194	162	34	19	0	760	28	79	38	98	30
OTU80	19	63	451	0	936	23	147	11	140	0	335	35	203	28	18	319	64	8	441	72	26	7	71	179	315	98	39	140	720	2	90	53	278	11	353	92	121	0	9	173	50	191	0	111	6	84	904	135
OTU81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	58	0	0	0	6226	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU82	0	0	67	0	340	0	206	0	190	0	50	0	248	0	0	1553	0	0	162	0	0	0	0	0	0	0	0	342	75	2	1380	0	2131	22	632	55	141	0	15	400	0	429	0	19	0	80	534	59
OTU83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6821
OTU84	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	57	2091	0	57	6118	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU85	194	1157	456	0	767	0	37	6	21	0	36	34	78	16	27	785	79	96	557	37	121	16	201	321	88	262	204	689	272	7	968	244	742	34	403	118	241	0	15	9	15	18	0	29	15	21	705	40
OTU86	0	0	50	0	0	0	0	0	0	0	0	0	0	4522	0	0	0	0	0	0	0	0	0	0	0	0	0	98	1139	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU88	203	431	401	0	304	1367	95	137	124	19	247	124	53	193	33	223	50	345	2132	63	26	57	222	170	578	138	50	266	894	14	561	55	113	240	93	147	170	58	159	292	162	174	12	171	119	151	375	268
OTU89	15	22	88	0	1223	0	221	0	274	0	219	0	342	0	0	299	0	9	98	0	25	0	14	52	27	27	10	779	169	2	1168	18	583	26	962	106	455	0	18	251	0	463	0	301	0	242	1241	229
OTU90	0	109	100	0	490	2740	133	143	213	23	119	295	363	257	24	462	98	270	273	93	58	92	52	105	216	94	30	191	292	10	172	0	106	65	167	108	62	78	285	663	570	517	0	46	54	139	387	228
OTU91	0	0	215	0	0	249	0	608	0	0	0	109	0	421	241	0	0	0	0	171	0	37	66	33	0	69	0	0	0	7	0	0	0	0	0	351	0	391	772	26	246	0	4193	0	732	73	0	0
OTU92	0	202	1117	0	1489	102	302	44	341	8	363	111	314	24	50	711	157	0	432	31	32	0	89	153	34	114	185	422	1093	5	1502	42	240	0	1197	166	43	21	160	185	92	176	0	578	50	323	1664	275
OTU93	0	20	81	0	14	248	0	771	16	453	12	286	22	755	257	1939	11	28	34	188	9	12	45	240	0	85	128	19	19	0	0	77	18	0	14	696	0	375	181	0	121	0	1488	0	719	67	29	45
OTU94	107	188	963	0	1229	105	346	330	431	109	677	229	393	86	96	1161	136	179	213	94	168	79	218	382	418	537	321	1211	648	24	685	263	195	46	1084	510	158	213	147	546	300	493	145	844	529	565	1413	470
OTU95	0	108	69	238	33	0	0	4046	0	0	0	0	0	42	0	0	67	0	53	216	152	50	0	81	73	0	50	70	0	0	210	0	192	0	56	0	29	0	29	0	38	0	0	0	0	0	43	0
OTU96	19	9	270	0	466	35	257	16	305	0	321	9	308	9	6	168	53	0	154	15	4	0	11	25	19	6	24	126	661	3	90	10	106	0	359	51	104	5	17	78	15	114	0	434	11	423	471	272
OTU97	1136	1721	109	9	36	0	0	0	0	0	0	0	0	0	0	47	173	4356	34	15	194	121	21	342	493	0	0	31	0	0	1748	97	390	181	0	0	180	0	0	0	0	0	0	0	0	0	392	0
OTU98	10	51	674	0	1121	88	450	32	362	4	282	54	412	13	16	524	79	7	760	34	28	0	63	79	64	37	45	593	768	4	639	23	383	15	815	182	76	9	90	384	43	560	0	441	31	313	1352	256
OTU99	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU100	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU101	333	119	218	0	250	34	219	235	232	13	336	52	122	0	22	312	141	184	329	29	20	10	60	119	81	113	82	752	413	5	323	121	544	902	590	62	870	28	8	280	73	186	16	383	99	172	448	94
OTU102	53	104	377	0	362	38	134	50	134	13	238	26	126	26	22	362	33	33	202	30	38	25	52	78	161	72	49	248	357	5	213	79	249	16	250	91	216	21	48	76	23	94	12	251	51	130	431	157
OTU103	0	17	513	0	560	39	30	84	34	7	93	99	26	68	73	126	47	0	397	73	28	5	163	156	71	146	229	199	515	2	68	17	15	0	392	179	0	32	43	7	98	14	36	144	107	105	426	67
OTU104	0	0	0	4874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU105	0	0	0	0	0	0	0	711	0	168	0	26	0	0	4	0	30	0	0	33	0	0	0	0	0	24	53	0	0	0	0	0	0	0	0	227	0	161	0	0	0	0	301	0	3063	252	0	64
OTU106	0	0	0	124	0	40	0	0	0	0	0	0	0	506	0	0	0	0	0	2595	0	0	0	0	48	0	135	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	170	194	38	523
OTU107	965	500	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	15	0	0	536	992	0	286	587	0	0	151	0	175	9	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0
OTU108	0	63	351	0	679	23	297	14	463	0	186	0	257	0	0	736	17	12	407	8	0	0	20	0	28	0	0	260	206	3	1813	0	393	219	460	249	55	0	80	399	0	707	0	274	11	671	1165	555
OTU109	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3266	1326	58	112	0	0	0	0	0	0
OTU110	241	574	297	0	1050	66	146	208	253	57	103	107	79	88	40	458	91	326	367	60	243	90	180	286	210	311	240	745	321	14	706	492	298	72	393	274	102	119	98	126	259	164	154	291	282	311	834	196
OTU111	0	0	21	0	0	103	0	519	12	184	0	44	0	2032	56	0	44	0	0	15	0	0	0	9	0	0	52	0	0	0	0	0	0	0	0	733	0	123	0	0	114	0	364	6	457	142	0	0
OTU112	0	0	54	290	59	0	0	0	0	0	45	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	575	69	0	0	0	0	3895	0	0	0	57	0	67	214	60
OTU113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU114	0	0	0	0	0	0	0	3527	141	0	26	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	43	0	0	0
OTU115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU116	10	129	258	0	291	51	54	144	228	77	102	114	55	178	101	163	115	17	199	15	42	125	97	202	227	150	131	265	396	35	91	8	16	0	122	161	24	128	127	64	255	87	207	174	428	178	390	59
OTU117	0	0	66	0	0	151	0	758	11	329	0	276	0	1607	181	0	19	0	0	15	0	0	0	0	0	33	62	0	0	0	0	0	0	0	0	653	0	1276	0	0	78	0	1898	0	1162	457	0	37
OTU118	0	15	121	0	549	21	612	7	432	0	356	16	733	0	2	165	0	9	270	10	20	0	26	25	17	9	18	134	365	0	184	20	317	192	713	53	67	0	18	669	20	881	0	693	0	466	613	457
OTU119	207	664	0	50	529	232	0	534	0	0	0	0	0	24979	0	0	3797	243	2885	1947	1263	11259	348	1205	15282	1521	626	240	0	0	111	0	0	117	220	0	2013	0	679	109	342	0	236	0	973	100	230	0
OTU120	0	0	66	0	0	36	0	356	27	70	0	164	0	511	73	40	51	0	0	55	0	0	0	117	0	47	47	0	0	0	0	0	0	0	0	120	0	781	36	0	117	0	2731	0	1114	40	0	21
OTU121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3877	0	0	30	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU122	20	0	188	0	26	0	0	44	0	39	0	191	0	11	48	43	0	0	50	143	19	0	864	818	75	1078	1748	0	0	2	0	66	10	8	616	1436	48	118	0	0	124	0	34	0	290	18	246	0
OTU123	56	83	0	178	76	221	0	16	0	7	0	6	0	938	0	142	285	364	88	10	323	82	19	90	119	15	26	13	1451	0	32	24	146	9	5	7	0	0	56	0	14	0	50	0	158	0	0	0
OTU124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU125	17	0	0	0	0	0	0	1845	0	25	0	15	0	0	120	100	356	18	0	25	0	0	12	478	65	71	1172	0	0	0	0	28	0	0	26	868	116	47	0	0	1225	0	45	0	1005	891	0	19
OTU126	0	121	24	0	5	230	4	351	21	26	0	96	3	834	11	178	6	0	0	397	0	81	5	22	9	21	87	0	9	28	23	43	33	0	9	396	5	211	307	12	108	8	594	27	222	88	10	31
OTU127	0	8	18	77	33	149	0	91	0	7	23	0	0	70	0	0	0	22	0	60	37	75	0	9	23	0	0	15	129	0	0	0	277	0	0	0	0	0	241	0	268	19	123	32	1451	192	0	11
OTU128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502	0	0	0	0
