	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV25047	NA	NA	NA	NA	NA	NA	NA
ASV25048	NA	NA	NA	NA	NA	NA	NA
ASV25049	NA	NA	NA	NA	NA	NA	NA
ASV25050	NA	NA	NA	NA	NA	NA	NA
ASV25051	NA	NA	NA	NA	NA	NA	NA
ASV25052	NA	NA	NA	NA	NA	NA	NA
ASV25053	NA	NA	NA	NA	NA	NA	NA
ASV25054	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV25055	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25058	NA	NA	NA	NA	NA	NA	NA
ASV25059	NA	NA	NA	NA	NA	NA	NA
ASV25060	NA	NA	NA	NA	NA	NA	NA
ASV25061	Fungi	NA	NA	NA	NA	NA	NA
ASV25062	NA	NA	NA	NA	NA	NA	NA
ASV25063	NA	NA	NA	NA	NA	NA	NA
ASV25064	NA	NA	NA	NA	NA	NA	NA
ASV25065	NA	NA	NA	NA	NA	NA	NA
ASV25066	NA	NA	NA	NA	NA	NA	NA
ASV25067	NA	NA	NA	NA	NA	NA	NA
ASV25068	NA	NA	NA	NA	NA	NA	NA
ASV25069	NA	NA	NA	NA	NA	NA	NA
ASV25070	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema coronilla
ASV25071	Choanoflagellozoa	Choanoflagellata	NA	Choanoflagellida	NA	NA	NA
ASV25075	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV25076	Fungi	Blastocladiomycota	NA	NA	NA	NA	NA
ASV25079	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25080	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25081	NA	NA	NA	NA	NA	NA	NA
ASV25082	NA	NA	NA	NA	NA	NA	NA
ASV25083	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Zopfiaceae	Didymocrea	Didymocrea leucaenae
ASV25084	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia portegna
ASV25085	Fungi	Ascomycota	Dothideomycetes	Neophaeothecales	Neophaeothecaceae	Neophaeotheca	Neophaeotheca salicorniae
ASV25086	Fungi	NA	NA	NA	NA	NA	NA
ASV25088	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme
ASV25089	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV25090	NA	NA	NA	NA	NA	NA	NA
ASV25092	NA	NA	NA	NA	NA	NA	NA
ASV25093	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV25094	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma caespitosum
ASV25095	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	NA
ASV25096	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	NA
ASV25097	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV25098	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	NA
ASV25099	Fungi	NA	NA	NA	NA	NA	NA
ASV25100	NA	NA	NA	NA	NA	NA	NA
ASV25102	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
ASV25103	NA	NA	NA	NA	NA	NA	NA
ASV25105	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Furcasterigmium	Furcasterigmium furcatum
ASV25107	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25108	NA	NA	NA	NA	NA	NA	NA
ASV25109	NA	NA	NA	NA	NA	NA	NA
ASV25110	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	NA
ASV25111	Fungi	Kickxellomycota	NA	NA	NA	NA	NA
ASV25112	NA	NA	NA	NA	NA	NA	NA
ASV25113	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	NA	NA
ASV25114	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Spiromyces	NA
ASV25115	NA	NA	NA	NA	NA	NA	NA
ASV25116	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
ASV25117	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV25121	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	NA	NA
ASV25122	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Myxotrichum	Myxotrichum deflexum
ASV25123	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	NA
ASV25124	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	NA
ASV25126	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV25127	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25128	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25129	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25130	Fungi	NA	NA	NA	NA	NA	NA
ASV25131	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25133	NA	NA	NA	NA	NA	NA	NA
ASV25134	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25135	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV25136	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV25137	NA	NA	NA	NA	NA	NA	NA
ASV25138	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25139	Ichthyosporia	NA	NA	NA	NA	NA	NA
ASV25140	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV25141	Fungi	NA	NA	NA	NA	NA	NA
ASV25142	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	NA
ASV25143	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25145	NA	NA	NA	NA	NA	NA	NA
ASV25147	Fungi	Ascomycota	Dothideomycetes	NA	NA	Rupestriomyces	Rupestriomyces sinensis
ASV25148	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25149	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium sclerotigenum
ASV25150	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25151	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Thyrostroma	Thyrostroma cornicola
ASV25152	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
ASV25153	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
ASV25155	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25156	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV25157	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Uwebraunia	Uwebraunia communis
ASV25158	NA	NA	NA	NA	NA	NA	NA
ASV25160	NA	NA	NA	NA	NA	NA	NA
ASV25162	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	Tumularia	NA
ASV25164	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25165	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25166	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	NA
ASV25167	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	NA
ASV25168	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25169	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25170	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25171	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25172	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25173	Fungi	NA	NA	NA	NA	NA	NA
ASV25174	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Ossicaulis	Ossicaulis salomii
ASV25175	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25176	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25177	NA	NA	NA	NA	NA	NA	NA
ASV25178	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA
ASV25180	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25181	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora biseriata
ASV25182	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma caespitosum
ASV25183	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	NA
ASV25184	NA	NA	NA	NA	NA	NA	NA
ASV25185	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
ASV25186	NA	NA	NA	NA	NA	NA	NA
ASV25187	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25188	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	NA
ASV25190	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25191	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25193	NA	NA	NA	NA	NA	NA	NA
ASV25194	NA	NA	NA	NA	NA	NA	NA
ASV25195	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV25196	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25197	NA	NA	NA	NA	NA	NA	NA
ASV25198	NA	NA	NA	NA	NA	NA	NA
ASV25200	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25201	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV25204	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV25206	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Poaceascoma	Poaceascoma helicoides
ASV25207	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV25208	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV25211	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	NA	NA	NA
ASV25212	NA	NA	NA	NA	NA	NA	NA
ASV25213	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV25214	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV25215	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV25217	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25218	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25220	NA	NA	NA	NA	NA	NA	NA
ASV25222	NA	NA	NA	NA	NA	NA	NA
ASV25223	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA
ASV25224	NA	NA	NA	NA	NA	NA	NA
ASV25225	NA	NA	NA	NA	NA	NA	NA
ASV25226	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza badia
ASV25227	NA	NA	NA	NA	NA	NA	NA
ASV25228	NA	NA	NA	NA	NA	NA	NA
ASV25229	NA	NA	NA	NA	NA	NA	NA
ASV25230	NA	NA	NA	NA	NA	NA	NA
ASV25231	NA	NA	NA	NA	NA	NA	NA
ASV25232	NA	NA	NA	NA	NA	NA	NA
ASV25233	NA	NA	NA	NA	NA	NA	NA
ASV25234	NA	NA	NA	NA	NA	NA	NA
ASV25235	NA	NA	NA	NA	NA	NA	NA
ASV25236	NA	NA	NA	NA	NA	NA	NA
ASV25237	NA	NA	NA	NA	NA	NA	NA
ASV25238	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV25239	NA	NA	NA	NA	NA	NA	NA
ASV25240	NA	NA	NA	NA	NA	NA	NA
ASV25241	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV25242	NA	NA	NA	NA	NA	NA	NA
ASV25243	NA	NA	NA	NA	NA	NA	NA
ASV25244	NA	NA	NA	NA	NA	NA	NA
ASV25245	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25246	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV25247	NA	NA	NA	NA	NA	NA	NA
ASV25248	NA	NA	NA	NA	NA	NA	NA
ASV25249	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	NA
ASV25250	Fungi	NA	NA	NA	NA	NA	NA
ASV25251	NA	NA	NA	NA	NA	NA	NA
ASV25252	NA	NA	NA	NA	NA	NA	NA
ASV25253	NA	NA	NA	NA	NA	NA	NA
ASV25254	NA	NA	NA	NA	NA	NA	NA
ASV25255	NA	NA	NA	NA	NA	NA	NA
ASV25256	NA	NA	NA	NA	NA	NA	NA
ASV25257	NA	NA	NA	NA	NA	NA	NA
ASV25258	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25259	NA	NA	NA	NA	NA	NA	NA
ASV25260	NA	NA	NA	NA	NA	NA	NA
ASV25261	NA	NA	NA	NA	NA	NA	NA
ASV25262	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25263	NA	NA	NA	NA	NA	NA	NA
ASV25264	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25265	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25267	NA	NA	NA	NA	NA	NA	NA
ASV25268	NA	NA	NA	NA	NA	NA	NA
ASV25269	NA	NA	NA	NA	NA	NA	NA
ASV25270	NA	NA	NA	NA	NA	NA	NA
ASV25271	NA	NA	NA	NA	NA	NA	NA
ASV25272	NA	NA	NA	NA	NA	NA	NA
ASV25273	NA	NA	NA	NA	NA	NA	NA
ASV25274	NA	NA	NA	NA	NA	NA	NA
ASV25275	NA	NA	NA	NA	NA	NA	NA
ASV25276	NA	NA	NA	NA	NA	NA	NA
ASV25277	NA	NA	NA	NA	NA	NA	NA
ASV25278	NA	NA	NA	NA	NA	NA	NA
ASV25279	NA	NA	NA	NA	NA	NA	NA
ASV25280	NA	NA	NA	NA	NA	NA	NA
ASV25281	NA	NA	NA	NA	NA	NA	NA
ASV25282	NA	NA	NA	NA	NA	NA	NA
ASV25283	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
ASV25284	NA	NA	NA	NA	NA	NA	NA
ASV25285	NA	NA	NA	NA	NA	NA	NA
ASV25286	NA	NA	NA	NA	NA	NA	NA
ASV25287	NA	NA	NA	NA	NA	NA	NA
ASV25288	NA	NA	NA	NA	NA	NA	NA
ASV25289	NA	NA	NA	NA	NA	NA	NA
ASV25290	NA	NA	NA	NA	NA	NA	NA
ASV25291	NA	NA	NA	NA	NA	NA	NA
ASV25292	NA	NA	NA	NA	NA	NA	NA
ASV25293	NA	NA	NA	NA	NA	NA	NA
ASV25294	NA	NA	NA	NA	NA	NA	NA
ASV25295	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25296	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25297	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25298	NA	NA	NA	NA	NA	NA	NA
ASV25299	NA	NA	NA	NA	NA	NA	NA
ASV25300	NA	NA	NA	NA	NA	NA	NA
ASV25301	NA	NA	NA	NA	NA	NA	NA
ASV25302	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25303	NA	NA	NA	NA	NA	NA	NA
ASV25304	NA	NA	NA	NA	NA	NA	NA
ASV25305	NA	NA	NA	NA	NA	NA	NA
ASV25306	NA	NA	NA	NA	NA	NA	NA
ASV25307	NA	NA	NA	NA	NA	NA	NA
ASV25308	NA	NA	NA	NA	NA	NA	NA
ASV25309	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25310	NA	NA	NA	NA	NA	NA	NA
ASV25311	NA	NA	NA	NA	NA	NA	NA
ASV25312	NA	NA	NA	NA	NA	NA	NA
ASV25313	NA	NA	NA	NA	NA	NA	NA
ASV25314	NA	NA	NA	NA	NA	NA	NA
ASV25315	NA	NA	NA	NA	NA	NA	NA
ASV25316	NA	NA	NA	NA	NA	NA	NA
ASV25317	NA	NA	NA	NA	NA	NA	NA
ASV25318	NA	NA	NA	NA	NA	NA	NA
ASV25320	NA	NA	NA	NA	NA	NA	NA
ASV25321	NA	NA	NA	NA	NA	NA	NA
ASV25322	NA	NA	NA	NA	NA	NA	NA
ASV25323	NA	NA	NA	NA	NA	NA	NA
ASV25324	NA	NA	NA	NA	NA	NA	NA
ASV25325	NA	NA	NA	NA	NA	NA	NA
ASV25326	NA	NA	NA	NA	NA	NA	NA
ASV25327	NA	NA	NA	NA	NA	NA	NA
ASV25328	NA	NA	NA	NA	NA	NA	NA
ASV25329	NA	NA	NA	NA	NA	NA	NA
ASV25330	NA	NA	NA	NA	NA	NA	NA
ASV25331	NA	NA	NA	NA	NA	NA	NA
ASV25332	NA	NA	NA	NA	NA	NA	NA
ASV25333	NA	NA	NA	NA	NA	NA	NA
ASV25334	NA	NA	NA	NA	NA	NA	NA
ASV25335	NA	NA	NA	NA	NA	NA	NA
ASV25336	NA	NA	NA	NA	NA	NA	NA
ASV25337	NA	NA	NA	NA	NA	NA	NA
ASV25338	NA	NA	NA	NA	NA	NA	NA
ASV25339	NA	NA	NA	NA	NA	NA	NA
ASV25340	NA	NA	NA	NA	NA	NA	NA
ASV25341	NA	NA	NA	NA	NA	NA	NA
ASV25343	NA	NA	NA	NA	NA	NA	NA
ASV25344	NA	NA	NA	NA	NA	NA	NA
ASV25345	NA	NA	NA	NA	NA	NA	NA
ASV25346	NA	NA	NA	NA	NA	NA	NA
ASV25347	NA	NA	NA	NA	NA	NA	NA
ASV25348	NA	NA	NA	NA	NA	NA	NA
ASV25349	NA	NA	NA	NA	NA	NA	NA
ASV25350	NA	NA	NA	NA	NA	NA	NA
ASV25351	NA	NA	NA	NA	NA	NA	NA
ASV25352	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV25353	NA	NA	NA	NA	NA	NA	NA
ASV25354	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25355	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
ASV25357	NA	NA	NA	NA	NA	NA	NA
ASV25358	NA	NA	NA	NA	NA	NA	NA
ASV25359	NA	NA	NA	NA	NA	NA	NA
ASV25360	NA	NA	NA	NA	NA	NA	NA
ASV25361	NA	NA	NA	NA	NA	NA	NA
ASV25362	NA	NA	NA	NA	NA	NA	NA
ASV25363	NA	NA	NA	NA	NA	NA	NA
ASV25364	NA	NA	NA	NA	NA	NA	NA
ASV25365	NA	NA	NA	NA	NA	NA	NA
ASV25366	NA	NA	NA	NA	NA	NA	NA
ASV25367	NA	NA	NA	NA	NA	NA	NA
ASV25368	NA	NA	NA	NA	NA	NA	NA
ASV25369	NA	NA	NA	NA	NA	NA	NA
ASV25370	NA	NA	NA	NA	NA	NA	NA
ASV25371	NA	NA	NA	NA	NA	NA	NA
ASV25372	NA	NA	NA	NA	NA	NA	NA
ASV25373	NA	NA	NA	NA	NA	NA	NA
ASV25374	NA	NA	NA	NA	NA	NA	NA
ASV25375	NA	NA	NA	NA	NA	NA	NA
ASV25376	NA	NA	NA	NA	NA	NA	NA
ASV25377	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25378	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25379	NA	NA	NA	NA	NA	NA	NA
ASV25380	NA	NA	NA	NA	NA	NA	NA
ASV25382	NA	NA	NA	NA	NA	NA	NA
ASV25383	NA	NA	NA	NA	NA	NA	NA
ASV25384	NA	NA	NA	NA	NA	NA	NA
ASV25385	NA	NA	NA	NA	NA	NA	NA
ASV25386	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25387	NA	NA	NA	NA	NA	NA	NA
ASV25388	NA	NA	NA	NA	NA	NA	NA
ASV25390	NA	NA	NA	NA	NA	NA	NA
ASV25391	NA	NA	NA	NA	NA	NA	NA
ASV25392	NA	NA	NA	NA	NA	NA	NA
ASV25393	NA	NA	NA	NA	NA	NA	NA
ASV25394	NA	NA	NA	NA	NA	NA	NA
ASV25395	NA	NA	NA	NA	NA	NA	NA
ASV25396	NA	NA	NA	NA	NA	NA	NA
ASV25397	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia friedmannii
ASV25398	NA	NA	NA	NA	NA	NA	NA
ASV25399	NA	NA	NA	NA	NA	NA	NA
ASV25400	NA	NA	NA	NA	NA	NA	NA
ASV25401	NA	NA	NA	NA	NA	NA	NA
ASV25402	NA	NA	NA	NA	NA	NA	NA
ASV25403	NA	NA	NA	NA	NA	NA	NA
ASV25404	NA	NA	NA	NA	NA	NA	NA
ASV25405	NA	NA	NA	NA	NA	NA	NA
ASV25407	NA	NA	NA	NA	NA	NA	NA
ASV25408	NA	NA	NA	NA	NA	NA	NA
ASV25409	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	NA
ASV25410	NA	NA	NA	NA	NA	NA	NA
ASV25411	NA	NA	NA	NA	NA	NA	NA
ASV25412	NA	NA	NA	NA	NA	NA	NA
ASV25413	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV25414	NA	NA	NA	NA	NA	NA	NA
ASV25417	NA	NA	NA	NA	NA	NA	NA
ASV25418	NA	NA	NA	NA	NA	NA	NA
ASV25419	NA	NA	NA	NA	NA	NA	NA
ASV25420	NA	NA	NA	NA	NA	NA	NA
ASV25421	NA	NA	NA	NA	NA	NA	NA
ASV25422	NA	NA	NA	NA	NA	NA	NA
ASV25423	NA	NA	NA	NA	NA	NA	NA
ASV25424	NA	NA	NA	NA	NA	NA	NA
ASV25425	NA	NA	NA	NA	NA	NA	NA
ASV25426	NA	NA	NA	NA	NA	NA	NA
ASV25427	Fungi	NA	NA	NA	NA	NA	NA
ASV25429	NA	NA	NA	NA	NA	NA	NA
ASV25430	NA	NA	NA	NA	NA	NA	NA
ASV25431	NA	NA	NA	NA	NA	NA	NA
ASV25432	NA	NA	NA	NA	NA	NA	NA
ASV25433	NA	NA	NA	NA	NA	NA	NA
ASV25434	NA	NA	NA	NA	NA	NA	NA
ASV25435	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
ASV25436	NA	NA	NA	NA	NA	NA	NA
ASV25437	NA	NA	NA	NA	NA	NA	NA
ASV25438	NA	NA	NA	NA	NA	NA	NA
ASV25439	NA	NA	NA	NA	NA	NA	NA
ASV25440	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25441	NA	NA	NA	NA	NA	NA	NA
ASV25442	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	Trichobolus	NA
ASV25443	NA	NA	NA	NA	NA	NA	NA
ASV25444	NA	NA	NA	NA	NA	NA	NA
ASV25446	NA	NA	NA	NA	NA	NA	NA
ASV25447	NA	NA	NA	NA	NA	NA	NA
ASV25448	NA	NA	NA	NA	NA	NA	NA
ASV25449	NA	NA	NA	NA	NA	NA	NA
ASV25450	NA	NA	NA	NA	NA	NA	NA
ASV25451	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV25452	NA	NA	NA	NA	NA	NA	NA
ASV25453	NA	NA	NA	NA	NA	NA	NA
ASV25454	NA	NA	NA	NA	NA	NA	NA
ASV25455	NA	NA	NA	NA	NA	NA	NA
ASV25456	NA	NA	NA	NA	NA	NA	NA
ASV25457	NA	NA	NA	NA	NA	NA	NA
ASV25458	NA	NA	NA	NA	NA	NA	NA
ASV25459	NA	NA	NA	NA	NA	NA	NA
ASV25460	NA	NA	NA	NA	NA	NA	NA
ASV25461	NA	NA	NA	NA	NA	NA	NA
ASV25462	NA	NA	NA	NA	NA	NA	NA
ASV25463	NA	NA	NA	NA	NA	NA	NA
ASV25464	NA	NA	NA	NA	NA	NA	NA
ASV25465	NA	NA	NA	NA	NA	NA	NA
ASV25466	NA	NA	NA	NA	NA	NA	NA
ASV25467	NA	NA	NA	NA	NA	NA	NA
ASV25468	NA	NA	NA	NA	NA	NA	NA
ASV25469	NA	NA	NA	NA	NA	NA	NA
ASV25470	NA	NA	NA	NA	NA	NA	NA
ASV25471	NA	NA	NA	NA	NA	NA	NA
ASV25472	NA	NA	NA	NA	NA	NA	NA
ASV25473	NA	NA	NA	NA	NA	NA	NA
ASV25474	NA	NA	NA	NA	NA	NA	NA
ASV25475	NA	NA	NA	NA	NA	NA	NA
ASV25476	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV25477	NA	NA	NA	NA	NA	NA	NA
ASV25478	Fungi	Ascomycota	NA	NA	NA	Tricellula	NA
ASV25479	NA	NA	NA	NA	NA	NA	NA
ASV25480	NA	NA	NA	NA	NA	NA	NA
ASV25481	NA	NA	NA	NA	NA	NA	NA
ASV25482	NA	NA	NA	NA	NA	NA	NA
ASV25483	NA	NA	NA	NA	NA	NA	NA
ASV25484	NA	NA	NA	NA	NA	NA	NA
ASV25485	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25486	NA	NA	NA	NA	NA	NA	NA
ASV25487	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
ASV25488	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia neobrittanica
ASV25489	NA	NA	NA	NA	NA	NA	NA
ASV25490	Fungi	Ascomycota	Dothideomycetes	Patellariales	NA	Hysteropatella	Hysteropatella oregana
ASV25491	NA	NA	NA	NA	NA	NA	NA
ASV25492	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV25493	NA	NA	NA	NA	NA	NA	NA
